trial,mass,velocity
B,-390.1,-142.8666667
B,-390.5428571,-143.0380952
A,-390.9857143,-143.2095238
B,-391.4285714,-143.3809524
A,-391.8714286,-143.552381
A,-392.3142857,-143.7238095
B,-392.7571429,-143.8952381
B,-393.2,-144.0666667
A,-393.6428571,-144.2380952
B,-394.0857143,-144.4095238
A,-394.5285714,-144.5809524
A,-394.9714286,-144.752381
B,-395.4142857,-144.9238095
B,-395.8571429,-145.0952381
A,-396.3,-145.2666667
B,-396.7428571,-145.4380952
A,-397.1857143,-145.6095238
A,-397.6285714,-145.7809524
B,-398.0714286,-145.952381
B,-398.5142857,-146.1238095
A,-398.9571429,-146.2952381
B,-399.4,-146.4666667
A,-399.8428571,-146.6380952
A,-400.2857143,-146.8095238
A,-400.7285714,-146.9809524
B,-401.1714286,-147.152381
B,-401.6142857,-147.3238095
A,-402.0571429,-147.4952381
B,-402.5,-147.6666667
A,-402.9428571,-147.8380952
A,-403.3857143,-148.0095238
B,-403.8285714,-148.1809524
B,-404.2714286,-148.352381
A,-404.7142857,-148.5238095
B,-405.1571429,-148.6952381
A,-405.6,-148.8666667
A,-406.0428571,-149.0380952
B,-406.4857143,-149.2095238
B,-406.9285714,-149.3809524
A,-407.3714286,-149.552381
B,-407.8142857,-149.7238095
A,-408.2571429,-149.8952381
A,-408.7,-150.0666667
B,-409.1428571,-150.2380952
B,-409.5857143,-150.4095238
A,-410.0285714,-150.5809524
B,-410.4714286,-150.752381
A,-410.9142857,-150.9238095
A,-411.3571429,-151.0952381
A,-411.8,-151.2666667
B,-412.2428571,-151.4380952
B,-412.6857143,-151.6095238
A,-413.1285714,-151.7809524
B,-413.5714286,-151.952381
A,-414.0142857,-152.1238095
A,-414.4571429,-152.2952381
B,-414.9,-152.4666667
B,-415.3428571,-152.6380952
A,-415.7857143,-152.8095238
B,-416.2285714,-152.9809524
A,-416.6714286,-153.152381
A,-417.1142857,-153.3238095
B,-417.5571429,-153.4952381
B,-418,-153.6666667
A,-418.4428571,-153.8380952
B,-418.8857143,-154.0095238
A,-419.3285714,-154.1809524
A,-419.7714286,-154.352381
B,-420.2142857,-154.5238095
B,-420.6571429,-154.6952381
A,-421.1,-154.8666667
B,-421.5428571,-155.0380952
A,-421.9857143,-155.2095238
A,-422.4285714,-155.3809524
A,-422.8714286,-155.552381
B,-423.3142857,-155.7238095
B,-423.7571429,-155.8952381
A,-424.2,-156.0666667
B,-424.6428571,-156.2380952
A,-425.0857143,-156.4095238
A,-425.5285714,-156.5809524
B,-425.9714286,-156.752381
B,-426.4142857,-156.9238095
A,-426.8571429,-157.0952381
B,-427.3,-157.2666667
A,-427.7428571,-157.4380952
A,-428.1857143,-157.6095238
B,-428.6285714,-157.7809524
B,-429.0714286,-157.952381
A,-429.5142857,-158.1238095
B,-429.9571429,-158.2952381
A,-430.4,-158.4666667
A,-430.8428571,-158.6380952
B,-431.2857143,-158.8095238
B,-431.7285714,-158.9809524
A,-432.1714286,-159.152381
B,-432.6142857,-159.3238095
A,-433.0571429,-159.4952381
A,-433.5,-159.6666667
A,-433.9428571,-159.8380952
B,-434.3857143,-160.0095238
B,-434.8285714,-160.1809524
A,-435.2714286,-160.352381
B,-435.7142857,-160.5238095
A,-436.1571429,-160.6952381
A,-436.6,-160.8666667
B,-437.0428571,-161.0380952
B,-437.4857143,-161.2095238
A,-437.9285714,-161.3809524
B,-438.3714286,-161.552381
A,-438.8142857,-161.7238095
A,-439.2571429,-161.8952381
B,-439.7,-162.0666667
B,-440.1428571,-162.2380952
A,-440.5857143,-162.4095238
B,-441.0285714,-162.5809524
A,-441.4714286,-162.752381
A,-441.9142857,-162.9238095
B,-442.3571429,-163.0952381
B,-442.8,-163.2666667
A,-443.2428571,-163.4380952
B,-443.6857143,-163.6095238
A,-444.1285714,-163.7809524
A,-444.5714286,-163.952381
A,-445.0142857,-164.1238095
B,-445.4571429,-164.2952381
B,-445.9,-164.4666667
A,-446.3428571,-164.6380952
B,-446.7857143,-164.8095238
A,-447.2285714,-164.9809524
A,-447.6714286,-165.152381
B,-448.1142857,-165.3238095
B,-448.5571429,-165.4952381
A,-449,-165.6666667
B,-449.4428571,-165.8380952
A,-449.8857143,-166.0095238
A,-450.3285714,-166.1809524
B,-450.7714286,-166.352381
B,-451.2142857,-166.5238095
A,-451.6571429,-166.6952381
B,-452.1,-166.8666667
A,-452.5428571,-167.0380952
A,-452.9857143,-167.2095238
B,-453.4285714,-167.3809524
B,-453.8714286,-167.552381
A,-454.3142857,-167.7238095
B,-454.7571429,-167.8952381
A,-455.2,-168.0666667
A,-455.6428571,-168.2380952
A,-456.0857143,-168.4095238
B,-456.5285714,-168.5809524
B,-456.9714286,-168.752381
A,-457.4142857,-168.9238095
B,-457.8571429,-169.0952381
A,-458.3,-169.2666667
A,-458.7428571,-169.4380952
B,-459.1857143,-169.6095238
B,-459.6285714,-169.7809524
A,-460.0714286,-169.952381
B,-460.5142857,-170.1238095
A,-460.9571429,-170.2952381
A,-461.4,-170.4666667
B,-461.8428571,-170.6380952
B,-462.2857143,-170.8095238
A,-462.7285714,-170.9809524
B,-463.1714286,-171.152381
A,-463.6142857,-171.3238095
A,-464.0571429,-171.4952381
B,-464.5,-171.6666667
B,-464.9428571,-171.8380952
A,-465.3857143,-172.0095238
B,-465.8285714,-172.1809524
A,-466.2714286,-172.352381
A,-466.7142857,-172.5238095
A,-467.1571429,-172.6952381
B,-467.6,-172.8666667
B,-468.0428571,-173.0380952
A,-468.4857143,-173.2095238
B,-468.9285714,-173.3809524
A,-469.3714286,-173.552381
A,-469.8142857,-173.7238095
B,-470.2571429,-173.8952381
B,-470.7,-174.0666667
A,-471.1428571,-174.2380952
B,-471.5857143,-174.4095238
A,-472.0285714,-174.5809524
A,-472.4714286,-174.752381
B,-472.9142857,-174.9238095
B,-473.3571429,-175.0952381
A,-473.8,-175.2666667
B,-474.2428571,-175.4380952
A,-474.6857143,-175.6095238
A,-475.1285714,-175.7809524
B,-475.5714286,-175.952381
B,-476.0142857,-176.1238095
A,-476.4571429,-176.2952381
B,-476.9,-176.4666667
A,-477.3428571,-176.6380952
A,-477.7857143,-176.8095238
A,-478.2285714,-176.9809524
B,-478.6714286,-177.152381
B,-479.1142857,-177.3238095
A,-479.5571429,-177.4952381
B,-480,-177.6666667
A,-480.4428571,-177.8380952
A,-480.8857143,-178.0095238
B,-481.3285714,-178.1809524
B,-481.7714286,-178.352381
A,-482.2142857,-178.5238095
B,-482.6571429,-178.6952381
A,-483.1,-178.8666667
A,-483.5428571,-179.0380952
B,-483.9857143,-179.2095238
B,-484.4285714,-179.3809524
A,-484.8714286,-179.552381
B,-485.3142857,-179.7238095
A,-485.7571429,-179.8952381
A,-486.2,-180.0666667
B,-486.6428571,-180.2380952
B,-487.0857143,-180.4095238
A,-487.5285714,-180.5809524
B,-487.9714286,-180.752381
A,-488.4142857,-180.9238095
A,-488.8571429,-181.0952381
A,-489.3,-181.2666667
B,-489.7428571,-181.4380952
B,-490.1857143,-181.6095238
A,-490.6285714,-181.7809524
B,-491.0714286,-181.952381
A,-491.5142857,-182.1238095
A,-491.9571429,-182.2952381
B,-492.4,-182.4666667
B,-492.8428571,-182.6380952
A,-493.2857143,-182.8095238
B,-493.7285714,-182.9809524
A,-494.1714286,-183.152381
A,-494.6142857,-183.3238095
B,-495.0571429,-183.4952381
B,-495.5,-183.6666667
A,-495.9428571,-183.8380952
B,-496.3857143,-184.0095238
A,-496.8285714,-184.1809524
A,-497.2714286,-184.352381
B,-497.7142857,-184.5238095
B,-498.1571429,-184.6952381
A,-498.6,-184.8666667
B,-499.0428571,-185.0380952
A,-499.4857143,-185.2095238
A,-499.9285714,-185.3809524
A,-500.3714286,-185.552381
B,-500.8142857,-185.7238095
B,-501.2571429,-185.8952381
A,-501.7,-186.0666667
B,-502.1428571,-186.2380952
A,-502.5857143,-186.4095238
A,-503.0285714,-186.5809524
B,-503.4714286,-186.752381
B,-503.9142857,-186.9238095
A,-504.3571429,-187.0952381
B,-504.8,-187.2666667
A,-505.2428571,-187.4380952
A,-505.6857143,-187.6095238
B,-506.1285714,-187.7809524
B,-506.5714286,-187.952381
A,-507.0142857,-188.1238095
B,-507.4571429,-188.2952381
A,-507.9,-188.4666667
A,-508.3428571,-188.6380952
B,-508.7857143,-188.8095238
B,-509.2285714,-188.9809524
A,-509.6714286,-189.152381
B,-510.1142857,-189.3238095
A,-510.5571429,-189.4952381
A,-511,-189.6666667
A,-511.4428571,-189.8380952
B,-511.8857143,-190.0095238
B,-512.3285714,-190.1809524
A,-512.7714286,-190.352381
B,-513.2142857,-190.5238095
A,-513.6571429,-190.6952381
A,-514.1,-190.8666667
B,-514.5428571,-191.0380952
B,-514.9857143,-191.2095238
A,-515.4285714,-191.3809524
B,-515.8714286,-191.552381
A,-516.3142857,-191.7238095
A,-516.7571429,-191.8952381
B,-517.2,-192.0666667
B,-517.6428571,-192.2380952
A,-518.0857143,-192.4095238
B,-518.5285714,-192.5809524
A,-518.9714286,-192.752381
A,-519.4142857,-192.9238095
B,-519.8571429,-193.0952381
B,-520.3,-193.2666667
A,-520.7428571,-193.4380952
B,-521.1857143,-193.6095238
A,-521.6285714,-193.7809524
A,-522.0714286,-193.952381
A,-522.5142857,-194.1238095
B,-522.9571429,-194.2952381
B,-523.4,-194.4666667
A,-523.8428571,-194.6380952
B,-524.2857143,-194.8095238
A,-524.7285714,-194.9809524
A,-525.1714286,-195.152381
B,-525.6142857,-195.3238095
B,-526.0571429,-195.4952381
A,-526.5,-195.6666667
B,-526.9428571,-195.8380952
A,-527.3857143,-196.0095238
A,-527.8285714,-196.1809524
B,-528.2714286,-196.352381
B,-528.7142857,-196.5238095
A,-529.1571429,-196.6952381
B,-529.6,-196.8666667
A,-530.0428571,-197.0380952
A,-530.4857143,-197.2095238
B,-530.9285714,-197.3809524
B,-531.3714286,-197.552381
A,-531.8142857,-197.7238095
B,-532.2571429,-197.8952381
A,-532.7,-198.0666667
A,-533.1428571,-198.2380952
A,-533.5857143,-198.4095238
B,-534.0285714,-198.5809524
B,-534.4714286,-198.752381
A,-534.9142857,-198.9238095
B,-535.3571429,-199.0952381
A,-535.8,-199.2666667
A,-536.2428571,-199.4380952
B,-536.6857143,-199.6095238
B,-537.1285714,-199.7809524
A,-537.5714286,-199.952381
B,-538.0142857,-200.1238095
A,-538.4571429,-200.2952381
A,-538.9,-200.4666667
B,-539.3428571,-200.6380952
B,-539.7857143,-200.8095238
A,-540.2285714,-200.9809524
B,-540.6714286,-201.152381
A,-541.1142857,-201.3238095
A,-541.5571429,-201.4952381
B,-542,-201.6666667
B,-542.4428571,-201.8380952
A,-542.8857143,-202.0095238
B,-543.3285714,-202.1809524
A,-543.7714286,-202.352381
A,-544.2142857,-202.5238095
A,-544.6571429,-202.6952381
B,-545.1,-202.8666667
B,-545.5428571,-203.0380952
A,-545.9857143,-203.2095238
B,-546.4285714,-203.3809524
A,-546.8714286,-203.552381
A,-547.3142857,-203.7238095
B,-547.7571429,-203.8952381
B,-548.2,-204.0666667
A,-548.6428571,-204.2380952
B,-549.0857143,-204.4095238
A,-549.5285714,-204.5809524
A,-549.9714286,-204.752381
B,-550.4142857,-204.9238095
B,-550.8571429,-205.0952381
A,-551.3,-205.2666667
B,-551.7428571,-205.4380952
A,-552.1857143,-205.6095238
A,-552.6285714,-205.7809524
B,-553.0714286,-205.952381
B,-553.5142857,-206.1238095
A,-553.9571429,-206.2952381
B,-554.4,-206.4666667
A,-554.8428571,-206.6380952
A,-555.2857143,-206.8095238
A,-555.7285714,-206.9809524
B,-556.1714286,-207.152381
B,-556.6142857,-207.3238095
A,-557.0571429,-207.4952381
B,-557.5,-207.6666667
A,-557.9428571,-207.8380952
A,-558.3857143,-208.0095238
B,-558.8285714,-208.1809524
B,-559.2714286,-208.352381
A,-559.7142857,-208.5238095
B,-560.1571429,-208.6952381
A,-560.6,-208.8666667
A,-561.0428571,-209.0380952
B,-561.4857143,-209.2095238
B,-561.9285714,-209.3809524
A,-562.3714286,-209.552381
B,-562.8142857,-209.7238095
A,-563.2571429,-209.8952381
A,-563.7,-210.0666667
B,-564.1428571,-210.2380952
B,-564.5857143,-210.4095238
A,-565.0285714,-210.5809524
B,-565.4714286,-210.752381
A,-565.9142857,-210.9238095
A,-566.3571429,-211.0952381
A,-566.8,-211.2666667
B,-567.2428571,-211.4380952
B,-567.6857143,-211.6095238
A,-568.1285714,-211.7809524
B,-568.5714286,-211.952381
A,-569.0142857,-212.1238095
A,-569.4571429,-212.2952381
B,-569.9,-212.4666667
B,-570.3428571,-212.6380952
A,-570.7857143,-212.8095238
B,-571.2285714,-212.9809524
A,-571.6714286,-213.152381
A,-572.1142857,-213.3238095
B,-572.5571429,-213.4952381
B,-573,-213.6666667
A,-573.4428571,-213.8380952
B,-573.8857143,-214.0095238
A,-574.3285714,-214.1809524
A,-574.7714286,-214.352381
B,-575.2142857,-214.5238095
B,-575.6571429,-214.6952381
A,-576.1,-214.8666667
B,-576.5428571,-215.0380952
A,-576.9857143,-215.2095238
A,-577.4285714,-215.3809524
A,-577.8714286,-215.552381
B,-578.3142857,-215.7238095
B,-578.7571429,-215.8952381
A,-579.2,-216.0666667
B,-579.6428571,-216.2380952
A,-580.0857143,-216.4095238
A,-580.5285714,-216.5809524
B,-580.9714286,-216.752381
B,-581.4142857,-216.9238095
A,-581.8571429,-217.0952381
B,-582.3,-217.2666667
A,-582.7428571,-217.4380952
A,-583.1857143,-217.6095238
B,-583.6285714,-217.7809524
B,-584.0714286,-217.952381
A,-584.5142857,-218.1238095
B,-584.9571429,-218.2952381
A,-585.4,-218.4666667
A,-585.8428571,-218.6380952
B,-586.2857143,-218.8095238
B,-586.7285714,-218.9809524
A,-587.1714286,-219.152381
B,-587.6142857,-219.3238095
A,-588.0571429,-219.4952381
A,-588.5,-219.6666667
A,-588.9428571,-219.8380952
B,-589.3857143,-220.0095238
B,-589.8285714,-220.1809524
A,-590.2714286,-220.352381
B,-590.7142857,-220.5238095
A,-591.1571429,-220.6952381
A,-591.6,-220.8666667
B,-592.0428571,-221.0380952
B,-592.4857143,-221.2095238
A,-592.9285714,-221.3809524
B,-593.3714286,-221.552381
A,-593.8142857,-221.7238095
A,-594.2571429,-221.8952381
B,-594.7,-222.0666667
B,-595.1428571,-222.2380952
A,-595.5857143,-222.4095238
B,-596.0285714,-222.5809524
A,-596.4714286,-222.752381
A,-596.9142857,-222.9238095
B,-597.3571429,-223.0952381
B,-597.8,-223.2666667
A,-598.2428571,-223.4380952
B,-598.6857143,-223.6095238
A,-599.1285714,-223.7809524
A,-599.5714286,-223.952381
A,-600.0142857,-224.1238095
B,-600.4571429,-224.2952381
B,-600.9,-224.4666667
A,-601.3428571,-224.6380952
B,-601.7857143,-224.8095238
A,-602.2285714,-224.9809524
A,-602.6714286,-225.152381
B,-603.1142857,-225.3238095
B,-603.5571429,-225.4952381
A,-604,-225.6666667
B,-604.4428571,-225.8380952
A,-604.8857143,-226.0095238
A,-605.3285714,-226.1809524
B,-605.7714286,-226.352381
B,-606.2142857,-226.5238095
A,-606.6571429,-226.6952381
B,-607.1,-226.8666667
A,-607.5428571,-227.0380952
A,-607.9857143,-227.2095238
B,-608.4285714,-227.3809524
B,-608.8714286,-227.552381
A,-609.3142857,-227.7238095
B,-609.7571429,-227.8952381
A,-610.2,-228.0666667
A,-610.6428571,-228.2380952
A,-611.0857143,-228.4095238
B,-611.5285714,-228.5809524
B,-611.9714286,-228.752381
A,-612.4142857,-228.9238095
B,-612.8571429,-229.0952381
A,-613.3,-229.2666667
A,-613.7428571,-229.4380952
B,-614.1857143,-229.6095238
B,-614.6285714,-229.7809524
A,-615.0714286,-229.952381
B,-615.5142857,-230.1238095
A,-615.9571429,-230.2952381
A,-616.4,-230.4666667
B,-616.8428571,-230.6380952
B,-617.2857143,-230.8095238
A,-617.7285714,-230.9809524
B,-618.1714286,-231.152381
A,-618.6142857,-231.3238095
A,-619.0571429,-231.4952381
B,-619.5,-231.6666667
B,-619.9428571,-231.8380952
A,-620.3857143,-232.0095238
B,-620.8285714,-232.1809524
A,-621.2714286,-232.352381
A,-621.7142857,-232.5238095
A,-622.1571429,-232.6952381
B,-622.6,-232.8666667
B,-623.0428571,-233.0380952
A,-623.4857143,-233.2095238
B,-623.9285714,-233.3809524
A,-624.3714286,-233.552381
A,-624.8142857,-233.7238095
B,-625.2571429,-233.8952381
B,-625.7,-234.0666667
A,-626.1428571,-234.2380952
B,-626.5857143,-234.4095238
A,-627.0285714,-234.5809524
A,-627.4714286,-234.752381
B,-627.9142857,-234.9238095
B,-628.3571429,-235.0952381
A,-628.8,-235.2666667
B,-629.2428571,-235.4380952
A,-629.6857143,-235.6095238
A,-630.1285714,-235.7809524
B,-630.5714286,-235.952381
B,-631.0142857,-236.1238095
A,-631.4571429,-236.2952381
B,-631.9,-236.4666667
A,-632.3428571,-236.6380952
A,-632.7857143,-236.8095238
A,-633.2285714,-236.9809524
B,-633.6714286,-237.152381
B,-634.1142857,-237.3238095
A,-634.5571429,-237.4952381
B,-635,-237.6666667
A,-635.4428571,-237.8380952
A,-635.8857143,-238.0095238
B,-636.3285714,-238.1809524
B,-636.7714286,-238.352381
A,-637.2142857,-238.5238095
B,-637.6571429,-238.6952381
A,-638.1,-238.8666667
A,-638.5428571,-239.0380952
B,-638.9857143,-239.2095238
B,-639.4285714,-239.3809524
A,-639.8714286,-239.552381
B,-640.3142857,-239.7238095
A,-640.7571429,-239.8952381
A,-641.2,-240.0666667
B,-641.6428571,-240.2380952
B,-642.0857143,-240.4095238
A,-642.5285714,-240.5809524
B,-642.9714286,-240.752381
A,-643.4142857,-240.9238095
A,-643.8571429,-241.0952381
A,-644.3,-241.2666667
B,-644.7428571,-241.4380952
B,-645.1857143,-241.6095238
A,-645.6285714,-241.7809524
B,-646.0714286,-241.952381
A,-646.5142857,-242.1238095
A,-646.9571429,-242.2952381
B,-647.4,-242.4666667
B,-647.8428571,-242.6380952
A,-648.2857143,-242.8095238
B,-648.7285714,-242.9809524
A,-649.1714286,-243.152381
A,-649.6142857,-243.3238095
B,-650.0571429,-243.4952381
B,-650.5,-243.6666667
A,-650.9428571,-243.8380952
B,-651.3857143,-244.0095238
A,-651.8285714,-244.1809524
A,-652.2714286,-244.352381
B,-652.7142857,-244.5238095
B,-653.1571429,-244.6952381
A,-653.6,-244.8666667
B,-654.0428571,-245.0380952
A,-654.4857143,-245.2095238
A,-654.9285714,-245.3809524
A,-655.3714286,-245.552381
B,-655.8142857,-245.7238095
B,-656.2571429,-245.8952381
A,-656.7,-246.0666667
B,-657.1428571,-246.2380952
A,-657.5857143,-246.4095238
A,-658.0285714,-246.5809524
B,-658.4714286,-246.752381
B,-658.9142857,-246.9238095
A,-659.3571429,-247.0952381
B,-659.8,-247.2666667
A,-660.2428571,-247.4380952
A,-660.6857143,-247.6095238
B,-661.1285714,-247.7809524
B,-661.5714286,-247.952381
A,-662.0142857,-248.1238095
B,-662.4571429,-248.2952381
A,-662.9,-248.4666667
A,-663.3428571,-248.6380952
B,-663.7857143,-248.8095238
B,-664.2285714,-248.9809524
A,-664.6714286,-249.152381
B,-665.1142857,-249.3238095
A,-665.5571429,-249.4952381
A,-666,-249.6666667
A,-666.4428571,-249.8380952
B,-666.8857143,-250.0095238
B,-667.3285714,-250.1809524
A,-667.7714286,-250.352381
B,-668.2142857,-250.5238095
A,-668.6571429,-250.6952381
A,-669.1,-250.8666667
B,-669.5428571,-251.0380952
B,-669.9857143,-251.2095238
A,-670.4285714,-251.3809524
B,-670.8714286,-251.552381
A,-671.3142857,-251.7238095
A,-671.7571429,-251.8952381
B,-672.2,-252.0666667
B,-672.6428571,-252.2380952
A,-673.0857143,-252.4095238
B,-673.5285714,-252.5809524
A,-673.9714286,-252.752381
A,-674.4142857,-252.9238095
B,-674.8571429,-253.0952381
B,-675.3,-253.2666667
A,-675.7428571,-253.4380952
B,-676.1857143,-253.6095238
A,-676.6285714,-253.7809524
A,-677.0714286,-253.952381
A,-677.5142857,-254.1238095
B,-677.9571429,-254.2952381
B,-678.4,-254.4666667
A,-678.8428571,-254.6380952
B,-679.2857143,-254.8095238
A,-679.7285714,-254.9809524
A,-680.1714286,-255.152381
B,-680.6142857,-255.3238095
B,-681.0571429,-255.4952381
A,-681.5,-255.6666667
B,-681.9428571,-255.8380952
A,-682.3857143,-256.0095238
A,-682.8285714,-256.1809524
B,-683.2714286,-256.352381
B,-683.7142857,-256.5238095
A,-684.1571429,-256.6952381
B,-684.6,-256.8666667
A,-685.0428571,-257.0380952
A,-685.4857143,-257.2095238
B,-685.9285714,-257.3809524
B,-686.3714286,-257.552381
A,-686.8142857,-257.7238095
B,-687.2571429,-257.8952381
A,-687.7,-258.0666667
A,-688.1428571,-258.2380952
A,-688.5857143,-258.4095238
B,-689.0285714,-258.5809524
B,-689.4714286,-258.752381
A,-689.9142857,-258.9238095
B,-690.3571429,-259.0952381
A,-690.8,-259.2666667
A,-691.2428571,-259.4380952
B,-691.6857143,-259.6095238
B,-692.1285714,-259.7809524
A,-692.5714286,-259.952381
B,-693.0142857,-260.1238095
A,-693.4571429,-260.2952381
A,-693.9,-260.4666667
B,-694.3428571,-260.6380952
B,-694.7857143,-260.8095238
A,-695.2285714,-260.9809524
B,-695.6714286,-261.152381
A,-696.1142857,-261.3238095
A,-696.5571429,-261.4952381
B,-697,-261.6666667
B,-697.4428571,-261.8380952
A,-697.8857143,-262.0095238
B,-698.3285714,-262.1809524
A,-698.7714286,-262.352381
A,-699.2142857,-262.5238095
A,-699.6571429,-262.6952381
B,-700.1,-262.8666667
B,-700.5428571,-263.0380952
A,-700.9857143,-263.2095238
B,-701.4285714,-263.3809524
A,-701.8714286,-263.552381
A,-702.3142857,-263.7238095
B,-702.7571429,-263.8952381
B,-703.2,-264.0666667
A,-703.6428571,-264.2380952
B,-704.0857143,-264.4095238
A,-704.5285714,-264.5809524
A,-704.9714286,-264.752381
B,-705.4142857,-264.9238095
B,-705.8571429,-265.0952381
A,-706.3,-265.2666667
